제목,URL,게시자
[LIVE] 테슬라 마이크로스트래티지 코인베이스의 공통점은?...비트코인,https://www.youtube.com//watch?v=YWD3b3FAyhE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,블록미디어 BLOCKMEDIA
"드디어 헬스 시작💦👟 | 자소서 쓰다 난생 처음 야구보러 가는 일상⚾️ | 얼떨결에 기아 타이거즈 팬된 썰| 헬린이의 운동루틴 | 은초, vlog",https://www.youtube.com//watch?v=_1dnY0ctlqQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,은초 euncho
[목요라방] 국어에서 넘어지지 않게 하려면?,https://www.youtube.com//watch?v=Ym-1BIeYMyQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,유리스마
시바쌤_2023_신용보증기금 체험형 인턴_자소서작성예시,https://www.youtube.com//watch?v=j1d5_nt1jkw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,시바n라마 취업연구소
면접의 기본은 진실성이 있어야 합니다! 함께 알아볼까요?,https://www.youtube.com//watch?v=Cr17o1T_vJg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,내일부터 출근
"""챗GPT 예측한 사라져가는 일자리: AI와 자동화 시대의 10년 전망""",https://www.youtube.com//watch?v=f0yAAktybYU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,자기계발  LEE TV
미래 유망한 신직업 Top 10 ☆,https://www.youtube.com//shorts/a79374YiTt0,잡학대백과
"160일차( 하체, 어깨, 복근, 수영, 설명참고)",https://www.youtube.com//watch?v=4JpG4eIsHok&pp=ygUP7J6Q6riw7IaM6rCc7ISc,자기개발
ChatGPT와 인공지능이 대체할 직업과 전망,https://www.youtube.com//watch?v=CP4QEkgD6vo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,개발자로 취직하기
"인스타카트 | 돈이 목적이면, 사업하지 마세요",https://www.youtube.com//watch?v=BMhtihFAfXw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,BZCF | 비즈까페
우리가 매일 만나는 사람에 대한 이해하기 | 인간관찰 | 구라하시 마야코 | 자기전에듣는 | 오디오북 | 책읽어주는남자 | ASMR | Korean Book Reader,https://www.youtube.com//watch?v=gvaSFr159GM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,박나긋
해커 회사에 침투한 일반인의 V-LOG 🏢 해커는 어떤 회사에서 일할까?,https://www.youtube.com//watch?v=k9IVdugYey0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,티오리티비 TheoriTV
청소년상담사3급 정규반(집단의 리더십) 맛보기 강의 [와우패스],https://www.youtube.com//watch?v=WutFa-kNKvE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,와우패스
23년 직업상담사 2급 취득만 하면 평생직장 고용노동부 공무직 취업할 수 있어요,https://www.youtube.com//watch?v=IfIp2OUyjJo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,에듀피디
페북에서 직접 만든 작곡 AI로 저작권 부자 가능?,https://www.youtube.com//shorts/8A7SXKCd6z4,기획왕 랜디
💫재능대에서 제주항공과 함께한 객실보안훈련💫,https://www.youtube.com//shorts/xoOI8Onrqg8,재능윙즈jeiwings
"2023년 개발 트렌드를 알아야 2억 연봉이 가능한 이유 [코딩, 강의, 개발자, 초보]",https://www.youtube.com//watch?v=QQr2HUcpztM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,오늘도 개발중
